minInliningThreshold,freqInlineSize,loopMinUnroll,inlineSmallCode,maxInlineLevel,loopUnrollLimit,loopMaxUnroll,maxRecursiveInlineLevel,maxInlineSize,result
247,1973,5,14,23,240,3,88,24,3840
290,1886,5,7,37,239,3,31,11,3738
123,1953,7,7,21,316,3,46,24,3529
61,1828,4,6,22,336,3,48,10,3541
390,1876,4,5,23,305,3,50,13,3544
337,1994,5,6,20,432,3,51,12,4141
168,1959,4,5,21,399,3,47,7,4139
114,1865,4,6,38,285,3,22,22,3707
295,1839,4,15,25,388,2,49,14,4054
199,1732,3,11,38,337,3,50,24,3931
95,1863,4,5,20,331,3,50,26,3543
358,1931,6,5,24,310,2,54,7,3574
121,1673,5,5,23,378,0,46,17,3544
361,1873,8,6,23,350,3,42,10,3524
167,1943,5,7,27,360,3,60,14,3882
397,1708,2,10,22,360,3,13,26,3710
344,1923,7,8,21,353,2,51,23,3536
396,1978,8,7,23,380,2,49,13,3550
291,1856,9,5,25,382,2,15,24,3920
73,1862,2,6,21,418,2,49,20,4019
378,1939,7,6,35,352,3,45,12,3953
292,1955,7,11,20,324,1,63,9,3851
284,1644,5,6,27,345,3,49,11,3551
240,1482,7,8,26,169,3,41,25,3728
173,1782,8,6,28,382,3,47,16,4150
142,1850,3,5,23,312,2,45,18,3538
170,600,4,5,24,303,3,48,10,3495
257,1949,4,5,21,341,0,38,10,3529
93,925,8,6,24,329,3,46,10,3540
168,833,5,5,22,316,1,76,13,3853
100,1525,5,8,24,359,3,48,23,3540
59,1796,9,7,20,349,3,51,18,3551
388,542,6,6,25,281,3,42,17,3741
73,827,8,11,22,357,3,58,19,3869
60,1216,4,6,24,379,3,34,14,3665
89,1597,5,6,20,364,3,38,9,3524
96,1789,5,9,20,390,2,49,12,4050
134,1615,9,7,24,367,2,49,12,3547
313,1597,8,6,21,379,1,49,12,3548
120,1615,5,6,23,378,3,31,7,3710
131,1946,6,9,21,188,2,49,6,3450
126,1310,10,8,22,312,0,39,8,3528
126,1986,5,5,20,176,0,57,12,3750
333,1666,5,6,22,376,3,52,14,3550
357,1975,3,5,27,232,1,45,22,3753
100,1363,9,6,26,368,3,41,21,3536
244,1021,7,8,23,304,3,49,9,3544
213,621,5,5,26,376,3,50,22,3560
119,1846,7,7,26,348,1,42,13,3531
78,1438,7,5,26,398,3,48,11,4162
245,1852,9,5,21,365,3,52,26,3542
118,1434,6,7,26,341,2,53,10,3576
289,1100,10,5,23,343,0,41,7,3524
162,1420,3,5,25,337,0,38,9,3526
357,1237,8,5,26,389,1,40,9,3732
111,616,5,10,26,189,0,25,6,3655
243,1997,8,9,21,384,3,41,23,4014
119,1409,9,6,27,341,3,52,10,3572
367,1446,7,5,24,378,2,46,10,3531
351,670,7,6,20,394,3,44,8,4124
389,1534,4,8,30,365,3,47,25,3584
103,1962,4,6,24,395,0,49,10,3555
93,936,5,7,28,370,3,48,14,3552
117,1091,7,8,36,378,3,52,16,3891
147,1081,4,5,25,331,3,54,12,3577
159,1917,4,7,30,411,0,48,26,3579
146,1573,8,5,23,368,3,52,9,3552
356,614,10,6,25,371,0,56,10,3858
120,1362,8,7,24,381,3,50,18,3542
369,1809,10,8,26,379,2,48,23,3553
395,1725,10,8,21,379,3,54,20,3571
355,1487,3,5,20,337,3,26,8,3718
379,1956,2,5,24,382,3,47,17,4156
84,1687,6,9,23,335,2,38,12,3525
278,1640,9,9,27,373,3,40,25,3537
70,1965,8,5,24,228,3,46,6,3746
369,1634,7,6,20,269,2,50,20,3537
286,1972,10,7,21,382,2,45,7,4030
116,1974,2,7,22,302,0,31,10,3715
199,713,9,9,25,386,3,51,22,4048
395,1568,8,6,28,349,3,52,24,3568
169,1544,8,8,30,385,3,51,26,4094
206,1056,10,5,30,366,3,42,25,3574
258,1767,7,5,21,372,2,45,20,3534
121,1984,5,6,35,404,0,31,11,3539
95,1445,9,9,30,376,0,33,6,3570
153,1602,7,9,36,426,0,46,18,3604
154,1388,8,10,29,305,2,53,8,3881
265,1548,4,7,43,390,0,53,24,3914
172,1472,8,10,21,329,2,42,9,3521
284,1283,8,7,26,369,3,38,11,3542
51,1085,9,5,34,371,3,28,26,3561
63,1344,10,8,22,370,2,84,23,3918
137,979,5,10,24,352,2,45,7,3541
145,1963,7,5,23,360,2,51,23,3543
247,1940,6,7,27,374,3,36,26,3551
178,950,9,6,29,378,3,44,18,3572
146,1724,6,5,26,383,3,48,21,4153
396,1195,7,5,23,378,3,45,10,3538
91,1539,3,5,24,368,3,51,21,3550
312,1585,5,8,25,385,2,50,19,4043
171,1877,8,8,26,358,3,45,14,3537
242,866,5,7,33,376,3,35,25,3601
175,1826,10,8,31,379,2,36,25,3587
102,1825,7,6,30,379,3,48,11,3574
79,1752,9,7,20,374,3,40,14,3525
91,1097,9,6,33,382,3,32,23,4091
106,1683,10,5,21,380,3,34,22,3533
80,797,3,7,33,373,3,48,23,3614
56,1833,8,6,22,407,0,39,13,3524
63,1849,5,5,26,394,0,55,26,3861
317,1989,5,6,24,359,3,51,13,3545
121,1957,6,5,25,368,2,51,15,3552
382,1660,5,8,38,375,3,37,19,3961
237,1990,4,9,20,226,2,44,18,3720
68,1776,6,5,30,364,3,51,25,3590
150,1561,4,6,35,377,2,44,19,3596
53,1362,5,5,21,395,1,39,13,3712
326,1823,10,10,21,336,2,43,18,3528
229,1883,5,6,40,391,0,12,11,3737
77,1912,8,5,26,337,1,47,26,3544
59,1966,9,11,21,340,3,41,9,3521
189,1907,8,12,22,313,3,43,10,3527
93,808,3,13,24,326,3,44,12,3538
78,1682,10,13,27,380,2,48,15,3554
192,1606,3,12,23,380,3,52,6,3557
142,1983,9,11,26,305,2,52,20,3562
295,1083,7,11,21,352,2,49,13,3546
157,1104,7,10,25,356,3,48,26,3540
337,542,5,5,22,379,3,49,13,3507
108,858,6,13,26,387,0,37,16,3546
384,973,9,15,23,285,3,52,11,3540
148,571,7,5,22,381,3,53,15,3517
296,1369,6,11,24,378,2,52,17,3545
112,1466,6,7,25,383,2,44,17,4034
272,772,5,14,24,327,1,45,6,3538
115,658,7,13,24,278,3,43,9,3544
179,1524,9,8,20,378,0,41,11,3519
78,1266,6,6,26,380,3,47,8,3551
359,535,3,14,23,372,3,47,11,3732
171,1779,7,8,20,376,0,48,11,3535
77,1892,10,14,22,383,3,45,12,4035
290,1947,10,6,20,364,3,39,15,3520
201,544,4,11,23,380,3,51,11,3502
178,1756,8,10,26,367,3,45,16,3538
145,543,7,15,21,312,2,47,7,3737
94,1523,10,7,20,421,0,38,7,3529
117,1889,8,12,28,378,3,36,20,3553
155,1921,6,5,26,373,3,47,10,3545
159,1862,8,8,21,381,3,41,6,3520
56,1365,9,10,27,383,3,43,14,4043
167,1872,6,8,21,381,2,49,13,3540
90,562,8,12,27,374,0,50,18,3516
143,1494,8,10,26,379,3,45,7,3534
314,609,10,9,26,378,3,48,15,3539
270,1481,6,5,26,368,3,49,15,3547
244,514,3,15,26,249,1,40,13,3687
220,1774,5,11,23,384,2,47,14,4035
197,1447,10,8,32,373,3,49,25,3901
87,646,6,5,21,388,3,36,9,4105
259,1922,2,11,25,375,2,44,7,3527
367,1986,2,6,21,344,3,52,21,3552
159,1794,8,5,21,386,0,40,25,3528
315,1649,9,5,27,360,3,44,16,3542
170,813,8,9,25,406,0,37,23,3534
265,777,10,9,21,356,2,49,15,3538
218,1577,2,5,22,364,2,40,17,3524
390,534,9,9,28,379,3,48,23,3532
95,701,9,7,21,380,3,47,22,3525
387,1082,10,9,26,382,3,49,20,4052
97,1353,8,9,28,375,3,49,16,3562
141,869,6,5,23,373,3,39,26,3522
57,692,10,13,21,373,1,38,7,3672
289,794,10,7,20,380,2,39,26,3524
290,645,10,12,20,342,3,39,10,3676
364,1512,4,5,21,375,3,45,15,3538
173,1283,2,6,20,379,3,45,26,3532
248,1269,8,11,26,488,0,49,12,3543
193,1960,6,6,22,379,3,35,13,3707
218,1790,9,5,20,382,1,52,18,3741
248,1633,10,6,30,379,3,51,16,3586
54,666,8,7,25,382,3,52,25,4044
208,1818,5,9,24,369,2,46,9,3545
169,997,6,11,24,396,3,51,9,4037
152,981,10,15,21,480,0,47,12,3529
74,1260,5,12,25,355,2,44,8,3533
347,1046,7,7,23,362,3,46,17,3532
397,1663,8,12,21,381,3,48,16,3534
324,1963,7,6,25,376,2,46,18,3534
273,1101,5,8,20,366,3,49,9,3531
184,1512,3,7,20,377,2,50,20,3541
333,909,5,8,22,381,3,48,19,3543
194,1758,4,9,20,376,2,50,12,3539
171,1792,2,6,26,291,3,49,19,3550
192,1455,4,12,27,380,3,44,12,3540
305,1808,5,10,23,225,3,53,23,3493
79,1958,10,9,21,355,3,43,8,3527
180,1215,9,11,29,377,3,47,9,3574
159,529,10,9,25,378,2,50,24,3507
83,1315,7,9,22,381,3,46,14,3530
344,1791,5,6,23,373,2,50,12,3543
293,661,5,10,27,378,2,52,8,3558
278,1734,7,11,26,378,3,51,17,3548
382,1509,8,8,24,380,3,47,25,3541
61,1158,8,12,21,374,3,52,15,3539
212,1394,10,10,28,384,0,48,11,3562
214,1744,8,10,23,374,3,55,25,3847
239,1921,10,10,20,372,3,48,6,3531
376,1899,3,6,24,381,3,47,17,3539
248,519,2,5,21,408,0,43,6,3730
188,1281,10,10,23,381,3,41,7,3523
172,1808,2,10,21,241,3,51,19,3490
274,1415,3,5,26,369,3,46,24,3537
79,1325,9,14,26,366,3,46,15,3546
234,758,10,5,36,381,3,42,23,3603
318,1587,5,8,25,194,3,51,24,3717
267,903,9,9,26,381,2,48,20,3542
90,1447,3,6,20,372,2,54,26,3575
66,1670,7,5,28,350,3,47,25,3550
299,991,7,11,22,381,3,42,8,3523
218,1760,5,10,21,374,2,44,11,3526
164,978,2,11,24,381,3,43,12,3528
120,914,8,7,25,384,0,49,22,3538
302,822,8,8,22,383,2,38,8,4011
319,1907,4,6,21,380,3,47,7,3522
327,1361,6,9,20,384,2,51,6,4027
341,800,7,9,26,376,3,38,11,3534
98,1789,4,6,25,381,2,45,9,3529
396,1609,10,8,27,380,3,37,26,3543
241,795,9,15,27,478,0,67,6,3840
67,1629,5,12,25,357,2,48,20,3534
138,843,2,6,23,368,2,49,15,3537
218,897,10,5,23,380,2,49,23,3534
147,724,6,9,22,262,1,51,6,3538
387,1703,8,10,20,294,2,39,6,3705
176,1652,4,6,28,379,2,47,16,3552
60,662,4,14,37,382,2,48,26,4092
364,1859,4,15,23,181,3,49,10,3692
239,1657,7,10,23,427,0,51,17,3530
98,570,5,7,21,379,2,40,22,3717
155,1319,3,12,25,379,3,43,18,3526
194,712,2,12,24,254,3,50,18,3540
246,1701,2,9,28,382,2,43,21,4024
74,1715,7,5,26,383,0,41,10,3535
225,1833,2,11,29,381,2,41,8,3550
254,709,10,5,26,395,0,47,23,3539
87,1845,9,13,23,472,1,48,18,3755
342,1838,10,5,25,293,3,50,25,3539
339,1707,9,9,22,381,3,42,20,3698
344,1053,10,8,28,385,3,45,11,4057
181,610,8,7,30,381,3,36,8,3538
147,1012,6,5,27,360,3,53,9,3577
228,1626,7,6,25,375,2,44,23,3523
89,532,9,5,25,352,2,40,23,3715
311,1377,9,14,26,375,2,47,18,3541
208,1161,4,7,28,381,3,50,13,3561
123,1467,6,12,25,381,3,48,13,3535
191,893,5,15,25,372,2,54,17,3584
244,1031,10,14,24,381,3,48,15,3532
233,1975,9,13,21,381,0,46,7,3521
385,534,2,5,30,380,3,39,11,3751
381,676,4,13,27,379,2,54,23,3587
247,1620,8,13,28,361,3,41,16,3541
142,1495,8,14,28,365,3,37,9,3543
256,1770,10,14,21,381,2,38,9,3704
278,695,7,8,28,379,3,41,7,3684
184,935,5,13,37,400,0,41,24,3589
376,1718,6,13,20,390,0,49,26,3543
109,1142,8,13,22,382,2,45,18,4019
86,1683,4,8,28,500,0,48,12,3548
231,1072,8,10,30,447,0,45,26,3588
241,1470,2,9,23,218,3,54,21,3477
390,841,9,10,25,315,3,51,26,3545
57,658,2,15,25,342,2,49,12,3544
233,563,10,9,36,479,0,54,25,3874
385,1379,10,11,26,381,2,46,24,3539
216,1697,9,13,29,317,3,48,20,3581
365,1525,2,15,25,378,0,45,10,3541
86,1589,5,11,23,438,0,54,10,3583
209,1644,8,5,27,378,3,44,26,3547
390,716,2,12,25,383,3,42,10,4014
374,1969,2,5,22,348,3,50,19,3544
123,1403,7,5,25,372,2,44,25,3533
172,1245,7,5,28,381,3,52,26,3563
345,693,5,6,25,349,3,47,7,3537
396,654,6,6,21,246,2,52,6,3480
225,675,3,5,37,397,3,20,25,4109
260,1819,7,6,24,381,2,43,14,3521
353,1974,10,11,25,381,2,44,12,3538
342,1177,6,14,20,367,2,48,22,3538
129,947,10,5,22,380,2,50,7,3540
59,912,6,5,26,303,2,49,19,3549
65,1844,8,8,28,368,3,47,16,3559
331,812,2,5,26,223,3,49,23,3492
376,1473,8,15,23,446,0,36,22,3542
395,740,2,15,24,343,0,52,21,3552
325,1466,8,15,22,371,2,46,19,3522
258,1968,10,8,28,380,3,51,24,3560
60,1867,5,11,26,381,2,43,10,3537
94,1942,2,15,23,367,2,40,24,3521
364,637,5,10,20,364,3,53,14,3551
298,686,6,5,23,205,3,54,26,3483
347,1181,7,9,26,378,2,49,18,3549
378,1073,2,12,23,358,3,42,18,3520
305,502,7,5,28,383,2,51,25,3962
139,616,3,12,28,376,2,50,22,3555
381,788,4,11,27,259,3,51,21,3559
82,724,5,6,24,380,3,54,9,3583
273,982,5,15,27,320,2,36,10,3684
289,1950,3,10,28,350,2,38,20,3537
66,1605,6,5,21,379,3,52,9,3541
325,1390,9,13,20,382,0,45,19,3537
142,1097,6,8,23,221,2,53,23,3482
53,1455,4,9,20,382,3,46,26,4031
304,1189,3,10,27,383,0,53,24,3574
240,626,6,11,30,379,3,50,16,3585
301,1600,10,9,27,381,2,42,21,3539
157,1345,6,10,23,296,2,55,6,3576
74,1496,9,12,22,251,2,47,25,3732
176,569,3,11,35,401,3,49,21,4044
390,1929,8,7,20,380,2,44,8,3523
346,1008,3,15,25,298,2,55,8,3568
315,713,8,15,25,384,0,39,9,3679
54,971,6,5,22,214,2,52,6,3467
219,1377,10,7,28,360,3,47,8,3554
275,1816,4,9,23,189,3,51,22,3717
325,1703,6,13,27,381,3,43,24,3543
183,1570,8,8,39,484,0,43,25,3605
81,966,4,11,23,381,2,45,11,3533
53,1354,3,6,22,379,2,44,19,3532
379,1000,3,5,22,381,2,41,24,3519
87,1955,3,14,21,204,3,52,7,3733
391,1993,9,9,24,374,3,38,6,3532
243,533,6,8,25,224,3,55,9,3491
210,1635,3,13,21,381,2,40,20,3526
348,1271,4,7,21,201,3,55,22,3478
167,1964,3,10,27,362,3,41,14,3531
126,646,4,10,21,190,1,52,11,3722
284,775,5,8,28,215,3,55,26,3771
62,1040,2,12,25,381,2,42,22,3531
133,999,6,11,23,362,1,40,19,3519
108,1903,5,8,20,227,2,49,6,3488
135,1984,3,10,23,370,3,42,17,3524
79,1577,5,5,20,380,2,44,18,3526
113,1634,10,14,22,380,2,45,21,3533
208,951,4,8,26,368,3,51,12,3553
64,1695,9,10,25,378,3,44,23,3531
163,1634,7,12,40,385,0,41,6,3683
141,1870,10,10,23,376,3,45,26,3537
50,1552,4,8,23,375,3,46,7,3534
252,1885,2,5,21,215,2,55,17,3478
158,977,2,11,28,381,2,50,22,3562
175,560,2,10,21,383,3,53,18,3990
125,1633,10,9,20,384,0,51,20,3540
306,1623,5,10,28,376,2,47,15,3561
51,1229,10,6,28,405,0,46,26,3550
303,1538,8,5,27,384,3,43,8,4151
288,1080,7,8,20,203,2,55,9,3484
333,1648,2,8,24,223,2,55,18,3517
147,751,5,5,26,267,3,53,17,3574
109,1957,7,12,28,382,3,47,24,4053
352,1678,8,8,27,367,3,44,15,3544
136,827,9,5,27,367,3,33,17,3547
157,1014,5,8,21,176,2,47,10,3739
203,721,9,7,21,261,3,54,6,3578
108,1194,5,9,20,380,3,43,25,3525
179,1705,7,10,28,352,3,43,16,3539
228,1224,6,6,23,221,2,61,23,3518
234,695,6,6,21,204,2,62,24,3801
202,1193,2,6,20,377,2,49,18,3541
395,844,8,6,21,380,3,54,17,3558
95,1399,9,14,25,380,2,49,21,3532
313,1957,3,8,28,381,2,38,25,3713
212,694,6,13,30,386,3,47,25,4062
294,888,2,14,25,369,3,46,23,3520
190,1768,9,5,26,379,0,46,6,3544
53,1081,5,5,21,381,3,45,19,3513
300,840,7,12,28,378,3,45,11,3536
389,1088,9,6,24,221,3,53,6,3740
306,1938,2,15,29,373,3,47,16,3560
233,1506,4,5,26,338,2,56,26,3868
339,581,2,12,21,210,3,55,15,3477
323,946,7,15,22,380,2,48,10,3534
66,1933,6,8,20,228,2,56,7,3802
108,688,2,15,23,335,3,52,26,3547
365,711,4,5,24,380,3,44,11,3523
314,1116,8,7,27,374,3,37,11,3673
89,1810,6,8,28,325,2,39,24,3532
310,1458,3,7,23,219,3,56,19,3505
395,1775,6,15,20,381,3,45,24,3533
75,1904,2,15,28,350,1,36,18,3539
346,618,8,15,25,381,3,52,9,3543
179,1875,2,8,22,236,2,58,21,3802
200,1984,10,5,27,365,3,44,13,3538
95,1880,7,8,27,380,2,47,19,3543
169,699,5,5,20,378,2,44,11,3516
158,1995,9,5,25,371,3,47,15,3524
327,1992,6,15,22,373,2,43,17,3691
327,1430,2,12,28,235,3,50,15,3493
111,1375,5,13,21,355,1,39,18,3519
393,1714,2,11,20,375,3,53,26,3547
168,545,2,11,21,209,3,55,15,3482
127,784,2,10,23,382,2,40,10,4010
291,690,10,10,25,319,1,50,8,3540
124,1454,10,11,20,380,2,55,12,3563
310,1619,6,5,26,381,1,45,7,3536
372,1544,2,14,23,378,3,48,12,3538
112,1427,5,8,27,474,0,38,15,3539
333,673,2,12,29,253,3,53,11,3588
77,795,7,7,28,381,3,48,10,3547
233,1880,7,10,27,279,3,55,17,3841
156,968,8,5,30,394,0,52,19,3591
162,1602,10,12,20,381,2,50,6,3530
167,1474,7,15,28,323,3,47,19,3545
318,1325,5,6,26,420,1,48,6,3759
160,1524,7,5,23,382,3,47,11,4126
244,500,2,11,28,287,2,50,26,3509
114,1924,5,5,28,491,0,51,23,3554
280,1721,8,6,21,457,0,88,14,3906
169,1848,6,15,22,379,3,53,7,3563
