minInliningThreshold,freqInlineSize,loopMinUnroll,inlineSmallCode,maxInlineLevel,loopUnrollLimit,loopMaxUnroll,maxRecursiveInlineLevel,maxInlineSize,result
65,1455,4,12,60,225,1,87,22,4084
171,1865,9,14,44,157,0,124,7,4258
87,1868,9,11,61,303,1,81,20,4455
387,976,9,11,72,335,1,75,19,4336
59,1623,10,9,30,110,0,58,12,3754
249,1618,10,7,44,207,3,54,17,3845
287,1690,2,8,20,170,1,62,23,3758
253,1728,10,10,25,195,1,66,13,3749
338,1817,6,15,29,241,1,46,11,3504
371,1974,10,5,26,211,2,61,10,3809
173,766,3,9,25,243,1,43,7,3738
73,1832,6,12,40,125,1,50,11,3483
209,1886,6,15,42,128,0,51,25,3742
240,1991,3,10,49,177,1,49,10,3518
338,1993,6,14,49,158,2,50,11,3517
292,1999,2,13,49,142,3,57,13,3794
182,1756,2,7,50,150,1,42,11,3707
51,1929,9,12,21,285,1,50,10,3540
123,1836,8,15,48,213,1,47,7,3809
127,1982,9,14,30,265,1,55,11,3894
82,1707,6,9,51,159,2,50,9,3797
314,1673,3,7,45,307,0,49,7,3933
316,1963,5,8,60,125,1,55,10,3810
347,1819,5,15,37,148,1,49,11,3707
100,1945,6,8,33,195,1,60,13,3787
249,1850,5,13,22,311,1,18,8,3716
239,1866,6,11,38,251,1,47,10,3545
358,1946,6,11,50,270,1,42,12,3612
261,1985,4,13,49,135,1,44,10,3717
288,822,6,11,39,292,2,48,10,3604
392,1768,2,10,40,294,1,52,11,3883
75,950,7,11,35,307,1,47,14,3939
299,1979,7,6,53,182,2,39,10,3531
304,1878,7,5,59,266,0,46,21,3941
395,1851,7,13,33,254,1,44,9,3598
301,1823,10,5,53,242,3,50,7,3872
210,1890,7,11,34,225,0,55,9,3836
249,512,4,12,49,223,1,10,11,3688
259,1149,7,13,51,144,3,49,10,3744
141,1848,8,9,20,213,3,70,10,3764
302,1209,6,12,24,247,2,63,23,3794
241,1844,6,13,43,310,2,34,10,3611
243,1952,6,12,32,177,0,25,10,3739
187,1880,7,5,23,202,1,71,9,3763
323,1905,3,9,44,331,1,38,10,3589
289,1910,6,10,55,356,1,30,10,3713
128,1835,7,11,25,343,1,47,10,3535
224,1942,3,15,42,500,1,40,10,3817
206,1186,4,10,24,314,3,16,10,3702
95,1906,8,9,26,327,1,18,24,3736
200,509,6,5,39,190,3,46,12,3522
119,1006,6,11,31,338,3,53,10,3866
150,1790,6,15,37,399,3,65,13,4437
302,1806,6,15,23,296,2,41,10,3701
384,1818,7,7,48,323,2,60,10,3880
169,1965,7,5,50,300,3,15,12,3560
377,865,7,6,54,211,3,12,11,3615
365,1836,8,15,39,344,2,38,25,3612
238,1915,9,6,39,290,3,49,12,3923
161,1968,7,5,48,296,2,11,12,3746
221,1648,5,11,55,265,1,47,15,3944
358,1943,5,13,54,233,1,47,11,3886
145,1138,8,8,46,390,3,15,10,4073
95,1820,9,15,40,381,1,47,26,3904
63,571,6,5,23,191,3,46,12,3699
80,1839,6,5,31,340,0,43,11,3561
99,1794,8,5,25,351,0,68,16,3823
183,1960,8,12,48,406,0,50,10,3912
319,1759,6,15,26,300,2,51,12,3550
193,1853,6,6,28,344,1,51,20,3565
181,1873,6,15,38,330,2,44,14,3596
399,1568,6,11,38,315,1,30,26,3724
87,1817,4,15,26,334,3,41,17,3540
155,1831,6,8,43,316,3,40,17,3613
57,1873,2,14,29,343,3,34,16,3561
80,1862,7,15,35,327,3,29,19,3541
67,1820,3,14,34,359,2,43,18,3586
84,1727,6,13,43,349,3,38,8,3613
61,1770,7,15,47,379,2,36,23,3961
88,1874,6,7,30,375,2,43,6,3558
108,1819,5,14,29,374,3,36,12,3568
382,1404,4,11,49,356,3,35,17,3577
75,1805,2,14,21,401,3,42,16,4005
125,1850,4,5,53,368,2,21,20,3581
332,561,4,11,44,376,3,36,15,3536
315,1857,2,6,37,363,3,54,11,3917
89,1554,2,14,42,374,3,44,14,3939
359,1258,3,5,45,342,3,38,18,3596
56,1860,7,10,27,365,1,51,26,3564
201,1832,5,15,27,345,3,50,11,3557
208,516,4,12,46,383,3,16,11,3933
368,871,3,5,54,152,3,48,21,3652
78,1864,5,6,33,379,3,37,15,3605
352,1775,6,6,55,377,3,26,9,3667
328,632,4,10,37,387,3,45,21,4092
149,1929,3,11,37,359,2,54,22,3915
89,1777,6,15,32,377,2,52,10,3886
220,1793,7,7,28,326,1,46,18,3544
94,1850,4,8,29,378,1,70,24,3885
232,1959,7,7,54,178,3,41,21,3887
173,1831,6,15,28,254,1,57,18,3618
291,810,7,6,37,362,3,35,19,3592
208,1844,5,8,28,327,3,54,19,3601
93,1783,7,14,50,358,3,39,18,3614
183,1841,3,7,25,349,2,70,19,3853
193,1844,4,5,29,388,0,57,18,3878
211,1723,6,5,33,364,3,41,17,3600
184,1349,3,6,55,337,3,33,14,3930
364,1834,4,15,42,142,2,49,17,3732
50,1846,5,5,34,386,2,42,11,3999
165,1846,4,15,47,356,3,26,18,3549
162,1821,6,11,31,364,3,49,12,3584
87,1486,7,12,28,380,1,46,6,3544
379,1611,5,9,22,371,3,34,16,3713
362,743,5,15,43,326,3,36,17,3923
229,1766,5,14,30,386,3,44,16,4060
269,809,6,6,46,352,2,50,23,3926
201,1970,3,15,30,389,3,13,18,4011
101,1819,7,15,40,341,1,48,14,3929
62,1741,7,14,20,366,3,46,16,3521
303,1432,3,9,51,371,3,43,20,3947
72,1778,2,11,29,349,3,35,18,3562
398,1764,8,14,28,360,2,44,8,3545
83,1806,7,10,27,346,0,51,11,3554
212,1868,9,12,26,341,3,43,19,3525
93,1678,9,14,28,366,2,30,21,3719
74,1634,10,12,29,321,3,50,18,3581
398,1944,10,7,27,106,3,50,25,3719
200,1979,8,14,27,348,2,43,26,3535
129,1803,7,13,26,378,2,42,16,3538
242,1825,2,15,26,343,3,52,25,3547
186,1923,9,14,26,330,3,50,7,3552
133,1649,7,11,27,473,1,51,23,3775
55,1563,6,15,27,363,3,49,10,3561
161,1506,6,9,28,375,1,54,13,3594
304,1656,7,15,30,326,2,40,7,3559
160,1657,7,15,22,363,3,44,13,3518
204,1643,9,12,20,396,3,39,18,4012
203,1702,7,5,27,385,3,53,14,4188
243,1987,3,14,49,198,2,48,12,3535
82,1731,2,12,31,348,3,62,25,3868
123,1971,8,15,25,370,3,49,12,3541
108,1602,10,14,23,383,2,54,23,4073
143,1972,10,14,25,379,3,31,10,3716
164,1539,7,15,23,372,3,30,19,3718
106,1746,8,5,23,292,3,50,13,3540
221,1876,9,12,31,264,2,50,26,3594
398,1934,3,14,28,349,3,47,6,3552
137,1895,8,5,28,447,2,44,12,3943
217,1737,8,7,20,356,3,44,12,3524
174,1944,9,11,24,366,3,49,20,3536
358,1977,8,12,22,370,3,43,16,3519
76,1754,7,13,21,193,2,50,20,3718
72,1808,3,15,40,333,3,15,21,3744
381,1679,8,10,20,385,3,51,16,4037
258,1632,8,12,20,364,1,42,10,3699
230,1725,5,12,25,341,3,56,6,3860
278,1921,8,14,27,382,1,49,12,3774
328,1872,5,11,25,371,3,46,13,3534
399,1642,4,5,55,455,2,26,6,4121
375,1713,7,8,25,359,0,49,20,3545
328,1769,3,11,34,353,3,47,26,3603
171,1582,10,10,27,375,2,45,16,3545
367,1922,7,9,23,370,2,51,16,3535
323,1732,8,5,31,301,1,41,24,3577
223,1887,5,10,26,373,2,43,19,3529
153,1937,6,10,28,377,2,44,22,3538
361,1700,7,6,23,353,3,50,19,3536
243,1939,5,14,24,362,2,46,10,3525
342,1711,8,9,24,380,3,50,10,3539
140,1699,7,9,24,381,1,48,21,3533
104,2000,7,5,29,376,0,48,7,3563
240,1526,7,14,24,356,3,48,24,3532
381,1799,4,9,23,368,2,51,22,3530
387,1713,7,8,27,317,3,53,12,3568
334,1325,7,11,23,348,3,42,26,3698
285,1744,6,11,28,382,3,49,12,4043
182,1737,6,12,26,377,3,48,23,3539
327,1903,8,11,24,369,1,53,24,3552
306,1779,8,5,27,363,3,47,19,3554
260,1904,5,7,26,355,2,53,11,3564
327,1490,10,12,29,250,0,50,25,3524
172,1902,3,6,25,374,2,47,7,3534
210,1767,4,5,27,373,3,45,14,3538
50,1953,5,12,31,301,2,46,25,3568
240,1811,8,11,20,351,3,43,16,3508
222,1873,10,12,23,383,3,45,19,4011
239,1564,7,5,21,346,2,54,25,3561
242,1882,3,12,24,358,3,53,21,3549
203,1622,10,10,21,362,2,48,22,3529
249,1509,8,6,22,352,2,54,25,3556
132,1714,7,5,25,377,3,54,23,3581
333,1514,7,12,30,390,1,49,25,3798
376,1518,6,5,26,374,2,50,26,3552
264,1806,6,6,28,375,2,54,14,3586
232,1553,10,14,29,368,2,47,19,3571
117,1858,5,5,21,377,2,50,10,3534
203,1806,7,12,23,380,0,43,20,3522
95,1608,7,8,21,382,2,48,14,4025
169,1761,7,9,24,391,2,52,20,4044
90,1707,6,13,24,377,2,45,19,3532
365,1696,10,10,30,363,3,43,23,3578
90,1393,5,14,27,368,2,52,18,3552
393,1788,10,12,20,327,3,49,19,3539
228,1854,5,12,20,372,2,42,13,3694
81,1773,9,7,22,379,1,46,14,3519
131,1717,5,8,21,381,2,47,14,3521
305,1849,7,9,27,382,2,47,23,4034
157,1557,4,9,31,297,0,45,13,3563
342,1953,2,11,26,373,0,50,21,3547
279,1642,9,7,22,380,2,46,10,3518
126,1745,4,13,28,378,2,51,15,3558
82,1544,7,12,25,377,3,53,17,3562
283,1586,9,13,25,379,3,46,24,3527
395,1752,5,5,21,358,3,53,17,3545
89,1543,9,5,27,320,2,52,22,3560
117,1619,9,5,22,356,3,55,15,3574
174,1721,7,13,26,377,2,52,25,3551
382,1695,9,5,29,228,1,46,26,3504
119,1308,5,9,23,381,2,49,11,3549
71,1604,10,12,22,313,3,46,19,3524
267,1628,9,11,21,380,0,49,16,3534
179,1368,5,5,20,380,3,54,11,3566
168,1971,6,14,29,378,3,43,16,3565
161,1497,3,6,21,381,1,54,20,3571
172,1756,10,6,22,364,3,52,12,3549
283,1534,10,6,31,378,2,44,20,3570
193,1813,6,7,21,381,1,49,20,3556
252,2000,8,14,25,381,1,42,23,3698
131,1764,4,14,22,384,2,46,12,4018
141,1915,7,13,21,375,2,52,21,3539
248,1440,9,15,20,380,3,49,8,3534
167,1765,8,15,30,363,3,49,13,3591
158,1961,5,7,20,381,2,44,18,3521
361,1498,6,6,27,379,3,53,21,3574
285,1849,6,9,22,359,3,53,20,3544
55,1831,8,10,27,381,2,42,11,3533
313,1790,5,7,24,384,2,48,10,4039
319,1732,2,13,25,378,3,51,9,3543
132,1984,5,8,23,381,2,44,11,3517
272,1317,9,15,27,350,0,53,11,3576
310,1253,8,13,26,378,0,55,20,3855
154,1853,7,11,22,385,0,50,21,3535
220,1426,6,12,22,249,3,52,26,3477
145,1695,6,6,22,380,2,51,21,3537
108,1662,7,14,31,248,3,47,25,3517
308,1421,5,5,20,377,2,45,12,3529
120,1475,2,12,30,380,2,33,7,3549
296,1763,8,11,23,373,2,51,18,3542
284,1424,4,10,21,387,0,48,15,3526
239,1593,6,5,22,394,0,46,15,3525
127,1370,3,12,29,403,0,44,19,3551
77,1478,5,7,20,403,2,53,26,4047
225,1939,5,11,32,381,0,43,26,3591
164,1484,9,15,21,395,0,48,14,3532
70,1578,2,12,28,419,0,39,14,3541
106,1398,4,15,32,400,0,48,20,3932
250,1535,7,15,21,446,0,39,15,3702
298,1650,5,11,31,361,3,53,25,3595
97,1326,8,14,21,357,2,51,21,3540
294,1527,4,8,29,234,0,52,23,3530
290,1672,5,9,25,376,2,48,20,3543
382,1585,10,8,24,348,2,52,20,3543
194,1584,8,5,31,362,1,44,9,3577
71,1447,9,15,25,382,3,43,19,4029
396,1591,3,13,31,365,3,54,21,3883
284,1834,2,9,22,381,2,54,22,3559
386,1980,5,9,26,380,3,47,19,3539
84,1760,7,9,22,338,2,45,18,3524
308,1549,8,11,29,379,3,42,16,3562
131,1827,8,12,22,377,3,51,18,3541
289,1768,5,7,29,417,0,39,9,3549
119,1602,6,9,22,380,0,46,26,3523
124,1793,7,9,20,360,2,47,17,3535
105,1722,4,7,28,382,3,45,14,4037
58,1882,8,7,23,418,0,43,18,3533
83,1566,10,9,29,498,0,41,18,3575
171,1479,6,5,22,390,1,49,7,3730
61,1798,8,7,31,437,0,34,22,3591
357,1710,6,9,25,500,0,46,26,3524
279,1366,5,12,27,489,0,53,25,3576
212,1820,6,8,26,455,0,54,9,3594
131,1771,7,12,23,409,0,52,20,3546
151,1880,6,8,35,423,3,29,26,4023
200,1638,10,8,30,346,1,51,23,3594
84,1770,9,9,33,437,0,43,15,3613
195,1963,10,8,25,367,2,53,23,3568
395,1999,3,7,28,354,3,45,13,3542
94,1467,10,13,21,241,3,53,22,3496
99,1392,10,15,25,318,2,54,19,3580
153,1643,8,7,26,382,2,43,14,4024
226,1397,8,6,31,394,2,38,11,4041
158,1384,10,7,27,438,1,46,12,3764
328,1802,7,9,20,489,0,90,22,4181
111,1470,3,15,28,380,3,43,24,3532
286,1858,7,5,20,471,0,51,23,3536
70,1400,6,8,21,304,2,46,23,3521
361,1406,5,13,23,383,0,49,25,3543
346,1681,2,14,22,381,3,53,6,3545
387,1485,8,11,23,500,0,63,18,3859
219,1645,2,10,26,380,3,42,10,3523
381,1269,9,14,25,365,3,50,22,3540
148,1704,5,11,21,379,3,45,11,3527
252,1749,9,15,31,432,0,32,9,3601
311,1913,2,8,21,481,0,49,19,3543
176,1932,9,12,20,409,0,55,24,3567
364,1652,7,7,23,381,2,44,13,3514
61,1602,9,9,29,152,2,44,26,3715
104,1751,4,5,20,366,3,41,18,3519
130,1716,4,11,35,420,0,35,14,3601
305,1560,9,11,20,405,0,52,22,3538
257,1958,3,14,20,379,3,43,15,3512
215,1794,9,15,26,381,3,53,15,3574
64,1730,2,13,22,363,3,46,11,3525
160,1451,6,15,20,309,3,59,19,3605
61,1453,9,12,21,372,2,49,23,3536
267,1910,10,5,20,383,2,43,20,3921
322,1427,6,9,20,469,0,48,26,3538
80,2000,3,8,27,382,2,43,10,4028
119,1711,9,6,27,347,3,41,15,3544
55,1282,7,15,21,380,3,52,15,3542
302,1807,5,10,20,481,0,47,22,3527
80,1290,7,6,20,347,3,47,19,3528
280,1900,10,14,25,369,2,46,14,3529
142,1371,10,10,20,468,0,59,25,3598
147,1752,8,7,21,365,2,41,14,3693
337,1745,8,6,27,371,2,46,25,3542
142,1444,3,12,31,465,0,28,14,3728
55,1531,9,15,25,377,2,54,18,3582
308,1584,10,6,31,456,3,54,24,4473
282,1568,8,5,30,250,3,53,15,3809
398,1731,2,15,20,447,3,56,24,4345
220,1587,9,13,31,343,3,43,23,3573
65,1211,8,9,24,373,2,45,15,3533
164,996,7,11,22,376,3,53,19,3554
342,1475,10,10,20,325,2,52,23,3542
171,916,3,7,22,441,0,51,23,3533
369,1209,10,15,20,317,3,53,26,3540
234,760,2,5,20,398,0,49,24,3532
246,645,9,10,21,378,2,45,13,3525
300,1014,10,15,20,328,3,55,19,3554
192,841,3,5,20,489,0,55,24,3566
385,1872,7,11,22,309,3,56,19,3860
240,1290,6,8,22,392,0,56,24,3850
291,1510,8,13,21,306,3,54,26,3555
104,524,6,13,22,365,3,44,18,3723
327,1862,9,6,31,242,1,54,23,3660
73,1516,8,7,31,447,0,36,24,3595
369,1785,8,15,20,427,0,49,18,3543
277,539,10,15,20,378,3,59,11,3823
80,960,3,8,21,381,2,48,9,3529
266,845,5,10,29,485,0,51,24,3568
69,1835,2,14,21,378,2,50,6,3531
99,1463,3,8,20,292,3,46,25,3520
365,1637,2,9,20,375,2,49,26,3541
248,1696,7,5,29,372,3,47,20,3561
372,910,2,11,20,250,3,54,22,3504
231,1809,9,13,28,381,3,50,11,3563
368,1744,5,12,29,382,2,41,25,4049
322,1183,3,13,21,243,2,56,22,3534
55,1407,6,5,21,378,3,45,23,3527
392,1602,3,10,20,221,1,54,19,3472
314,1140,2,5,21,458,1,49,24,3728
282,1646,2,15,22,354,2,51,12,3535
147,1304,3,10,26,383,2,51,14,4040
164,1220,2,7,24,293,2,53,22,3567
71,1734,2,8,25,380,2,43,20,3527
283,1040,3,5,28,457,0,54,24,3582
300,1652,5,14,25,380,2,47,24,3532
62,1064,2,12,20,221,3,56,23,3779
207,1726,7,6,31,438,2,36,20,4050
236,1594,7,12,29,380,3,49,25,3567
351,1729,2,14,23,366,3,53,6,3551
283,1915,10,10,29,366,3,51,20,3586
337,1823,2,15,20,302,3,52,23,3546
289,1701,6,5,31,471,1,48,26,3759
315,1845,7,6,20,498,0,40,23,3697
335,1116,7,11,27,379,2,46,12,3537
165,1783,4,8,28,376,3,44,15,3536
286,1902,4,15,24,375,2,49,9,3543
276,1122,9,15,21,423,3,52,20,4031
216,746,9,5,21,382,3,50,12,4139
74,695,4,10,28,324,0,44,16,3535
381,598,10,6,23,318,1,49,25,3500
72,1893,10,11,23,372,3,45,18,3536
117,1422,6,13,21,381,3,45,6,3530
68,975,2,13,25,350,3,45,26,3530
276,661,8,6,20,230,3,50,21,3484
82,1499,2,5,27,384,2,44,25,3940
321,1686,3,9,30,459,0,52,26,3577
104,1132,10,9,23,378,3,47,23,3530
238,1115,8,6,24,380,2,47,7,3534
193,840,8,10,25,380,3,50,14,3545
160,1296,10,15,21,371,3,45,26,3526
317,719,9,10,22,379,2,51,17,3531
121,1623,9,14,21,378,3,52,22,3538
247,668,2,9,21,269,3,46,8,3517
83,1408,9,5,22,371,2,43,21,3528
120,701,8,5,20,207,3,52,26,3722
343,1648,5,7,28,311,3,54,10,3590
332,1107,5,11,20,381,2,52,20,3538
190,1052,7,7,27,378,2,44,26,3542
218,1946,8,8,23,378,2,48,15,3526
387,1497,9,5,20,472,0,50,6,3537
159,1745,7,10,23,380,2,51,17,3535
205,847,5,5,21,241,3,49,21,3720
376,983,2,12,20,381,3,53,15,3543
387,806,9,10,23,375,3,43,10,3521
93,1675,7,5,22,380,3,42,14,3692
351,1643,7,14,21,382,1,49,23,3764
209,957,8,9,25,381,2,43,21,3528
182,757,9,13,21,379,3,43,15,3518
180,784,3,9,21,383,1,43,15,3733
400,981,7,5,20,263,2,52,7,3545
399,1412,10,14,22,333,3,54,26,3566
147,1974,7,8,24,379,2,41,19,3521
263,612,4,9,21,349,3,48,13,3527
199,1667,3,8,27,354,2,46,7,3543
99,923,3,9,28,381,3,46,26,3542
205,1279,6,7,21,382,3,46,26,4030
275,1718,5,5,27,298,3,48,15,3540
166,1088,9,13,21,381,3,43,19,3518
302,1034,9,7,20,374,3,51,11,3539
337,1021,10,5,29,374,3,50,6,3573
312,799,10,15,23,348,3,52,6,3559
118,1495,3,7,21,381,3,40,8,3695
391,1824,9,13,20,225,1,54,22,3507
339,807,10,15,29,317,3,54,13,3883
240,1433,9,13,29,421,3,51,20,4072
268,596,9,14,23,380,3,52,23,3500
87,1837,8,14,24,350,3,41,18,3522
69,1401,8,7,21,374,2,53,21,3552
183,1708,7,14,26,382,3,44,9,4025
154,611,10,13,27,266,3,51,22,3558
329,1805,5,5,26,375,2,45,6,3538
152,1528,10,8,26,379,3,44,22,3527
271,1050,5,7,24,378,1,50,15,3542
307,1711,8,6,28,378,3,40,19,3547
386,1393,2,6,24,343,2,48,10,3541
52,1272,5,6,25,382,2,53,17,4034
367,950,3,15,25,382,3,43,23,4018
392,1141,10,15,28,372,2,45,24,3553
382,845,9,15,25,382,3,47,13,4032
351,1062,9,15,23,369,3,44,20,3517
87,1688,9,11,31,500,3,43,8,4063
98,686,10,5,21,377,3,44,12,3524
398,604,3,6,21,249,1,56,19,3761
57,760,5,7,27,387,0,44,7,3534
214,900,3,12,27,381,3,41,13,3538
58,1796,9,14,30,257,3,51,17,3595
294,1798,8,9,21,380,3,51,11,3529
371,859,8,15,21,370,2,55,25,3558
356,1273,3,14,27,381,3,48,7,3549
86,1653,3,8,23,381,3,44,11,3521
