irrelevant,result
1,11586
2,10782
3,10750
4,11550
5,10933
6,10976
7,11651
8,11312
9,12540
10,12347
11,14192
12,10674
13,10787
14,12759
15,10768
16,11410
17,11163
18,12643
19,11201
20,11168
21,12848
22,12037
23,11617
24,12333
25,10969
26,11240
27,11247
28,11417
29,12241
30,12238
