1,9871
2,9757
3,9570
4,9593
5,9688
6,10526
7,9797
8,11275
9,9950
10,9671
11,9506
12,9542
13,9529
14,9439
15,9548
16,10097
17,10207
18,9797
19,9719
20,10049
