1,30533
2,30488
3,30486
4,30209
5,30559
6,30543
7,30505
8,30695
9,30531
10,30595
11,30460
12,30554
13,30310
14,30557
15,30294
16,30532
17,30557
18,30541
19,30557
20,30537
