0,100,30346
0,120,30562
0,140,30576
0,160,30631
0,180,30577
0,200,30520
0,220,30559
0,240,30518
0,260,30004
0,280,30024
0,300,30012
0,320,29974
0,340,30012
0,360,30062
0,380,29967
0,400,30017
0,420,29969
0,440,29668
0,460,29929
0,480,29967
0,500,29945
1,100,30542
1,120,30568
1,140,30569
1,160,30596
1,180,30346
1,200,30446
1,220,30516
1,240,30510
1,260,29977
1,280,30028
1,300,29981
1,320,30024
1,340,29965
1,360,30014
1,380,29980
1,400,29957
1,420,29950
1,440,29923
1,460,30049
1,480,29997
1,500,29929
2,100,30540
2,120,30298
2,140,30617
2,160,30558
2,180,30540
2,200,30303
2,220,30223
2,240,30514
2,260,29999
2,280,29972
2,300,29993
2,320,30034
2,340,30015
2,360,29990
2,380,30103
2,400,29701
2,420,29955
2,440,29938
2,460,29895
2,480,29954
2,500,29691
3,100,30326
3,120,30548
3,140,30563
3,160,30536
3,180,30401
3,200,30502
3,220,30484
3,240,30527
3,260,29745
3,280,30098
3,300,29989
3,320,29987
3,340,29954
3,360,29983
3,380,29694
3,400,29985
3,420,29931
3,440,29393
3,460,29706
3,480,29932
3,500,29697
