0,100,851
0,120,850
0,140,851
0,160,850
0,180,851
0,200,852
0,220,855
0,240,850
0,260,852
0,280,853
0,300,851
0,320,853
0,340,853
0,360,851
0,380,853
0,400,851
0,420,851
0,440,851
0,460,851
0,480,851
0,500,852
1,100,851
1,120,851
1,140,850
1,160,852
1,180,851
1,200,852
1,220,853
1,240,853
1,260,854
1,280,853
1,300,851
1,320,851
1,340,851
1,360,850
1,380,850
1,400,853
1,420,852
1,440,851
1,460,850
1,480,851
1,500,851
2,100,851
2,120,851
2,140,851
2,160,852
2,180,851
2,200,852
2,220,853
2,240,853
2,260,854
2,280,854
2,300,851
2,320,850
2,340,850
2,360,850
2,380,853
2,400,850
2,420,852
2,440,850
2,460,852
2,480,851
2,500,851
3,100,851
3,120,851
3,140,851
3,160,850
3,180,851
3,200,851
3,220,853
3,240,853
3,260,853
3,280,853
3,300,853
3,320,850
3,340,851
3,360,851
3,380,850
3,400,850
3,420,850
3,440,851
3,460,850
3,480,851
3,500,852
